# Clock	In Chain	On Target
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	40	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
12	0	0
13	0	0
14	3	0
15	4	0
16	4	0
17	5	0
18	12	0
19	5	0
20	5	0
21	5	0
22	5	0
23	5	0
24	9	0
25	5	0
26	9	0
27	9	0
28	5	0
29	9	0
30	9	0
31	5	0
32	9	0
33	9	0
34	5	0
35	9	0
36	9	0
37	5	0
38	9	0
39	8	0
40	6	0
41	8	0
42	8	0
43	6	0
44	8	0
45	8	0
46	6	0
47	8	0
48	8	0
49	6	0
50	8	0
51	8	0
52	6	0
53	8	0
54	8	0
55	6	0
56	8	0
57	8	0
58	6	0
59	7	0
60	7	0
61	7	0
62	7	0
63	6	0
64	6	0
65	6	0
66	6	0
67	6	0
68	6	0
69	7	0
70	7	0
71	7	0
72	7	0
73	7	0
74	7	0
75	7	0
76	7	0
77	7	0
78	7	0
79	7	0
80	7	0
81	7	0
82	6	0
83	6	0
84	6	0
85	6	0
86	6	0
87	6	0
88	6	0
89	6	0
90	6	0
91	6	0
92	6	0
93	9	0
94	6	0
95	6	0
96	6	0
97	6	0
98	6	0
99	6	0
100	7	0
101	7	0
102	7	0
103	7	0
104	7	0
105	7	0
106	8	0
107	8	0
108	8	0
109	8	0
110	8	0
111	8	0
112	8	0
113	8	0
114	8	0
115	8	0
116	8	0
117	8	0
118	8	0
119	8	0
120	8	0
121	8	0
122	8	0
123	8	0
124	8	0
125	8	0
126	8	0
127	8	0
128	8	0
129	8	0
130	8	0
131	8	0
132	8	0
133	8	0
134	7	0
135	7	0
136	7	0
137	7	0
138	7	0
139	7	0
140	7	0
141	7	0
142	7	0
143	7	0
144	7	0
145	7	0
146	7	0
147	7	0
148	7	0
149	7	0
150	7	0
151	7	0
152	7	0
153	7	0
154	7	0
155	7	0
156	8	0
157	8	0
158	8	0
159	8	0
160	7	0
161	6	0
162	6	0
163	6	0
164	6	0
165	6	0
166	6	0
167	6	0
168	6	0
169	6	0
170	6	0
171	7	0
172	8	0
173	8	0
174	9	0
175	9	0
176	9	0
177	9	0
178	9	0
179	9	0
180	9	0
181	9	0
182	9	0
183	9	0
184	9	0
185	8	0
186	8	0
187	7	0
188	7	0
189	7	0
190	7	0
191	7	0
192	7	0
193	7	0
194	7	0
195	7	0
196	7	0
197	7	0
198	7	0
199	7	0
200	7	0
201	7	0
202	7	0
203	7	0
204	7	0
205	7	0
206	7	0
207	8	0
208	8	0
209	8	0
210	7	0
211	7	0
212	7	0
213	7	0
214	7	0
215	7	0
216	7	0
217	7	0
218	7	0
219	7	0
220	7	0
221	7	0
222	7	0
223	7	0
224	7	0
225	7	0
226	7	0
227	7	0
228	7	0
229	7	0
230	7	0
231	7	0
232	7	0
233	8	0
234	8	0
235	8	0
236	8	0
237	8	0
238	8	0
239	8	0
240	8	0
241	8	0
242	8	0
243	8	0
244	8	0
245	9	0
246	9	0
