# Clock	In Chain	On Target
1	0	0
2	0	0
3	1	0
4	1	0
5	1	0
6	1	0
7	1	0
8	1	0
9	1	0
10	1	0
11	1	0
12	1	0
13	1	0
14	1	0
15	1	0
16	1	0
17	1	0
18	2	0
19	2	0
20	2	0
21	2	0
22	2	0
23	2	0
24	2	0
25	2	0
26	2	0
27	2	0
28	2	0
29	2	0
30	2	0
31	2	0
32	2	0
33	2	0
34	2	0
35	2	0
36	2	0
37	2	0
38	2	0
39	2	0
40	2	0
41	2	0
42	2	0
43	2	0
44	2	0
45	2	0
46	2	0
47	2	0
48	2	0
49	2	0
50	2	0
51	2	0
52	2	0
53	2	0
54	3	0
55	3	0
56	3	0
57	3	0
58	3	0
59	3	0
60	3	0
61	3	0
62	3	0
63	3	0
64	3	0
65	3	0
66	3	0
67	3	0
68	3	0
69	3	0
70	3	0
71	3	0
72	3	0
73	3	0
74	3	0
75	3	0
76	4	0
77	4	0
78	4	0
79	4	0
80	4	0
81	3	0
82	3	0
83	3	0
84	3	0
85	3	0
86	3	0
87	4	0
88	4	0
89	4	0
90	4	0
91	4	0
92	4	0
93	4	0
94	4	0
95	4	0
96	4	0
97	4	0
98	4	0
99	3	0
100	3	0
101	3	0
102	3	0
103	3	0
104	3	0
105	3	0
106	3	0
107	3	0
108	3	0
109	3	0
110	3	0
111	4	0
112	4	0
113	4	0
114	4	0
115	4	0
116	4	0
117	4	0
118	4	0
119	4	0
120	4	0
121	4	0
122	4	0
123	4	0
124	4	0
125	4	0
126	4	0
127	4	0
128	4	0
129	4	0
130	5	0
131	5	0
132	5	0
133	5	0
134	5	0
135	5	0
136	5	0
137	5	0
138	6	0
139	6	0
140	6	0
141	6	0
142	6	0
143	6	0
144	6	0
145	6	0
146	5	0
147	5	0
148	4	0
149	4	0
150	4	0
151	4	0
152	4	0
153	4	0
154	4	0
155	4	0
156	4	0
157	4	0
158	4	0
159	4	0
160	4	0
161	4	0
162	4	0
163	4	0
164	4	0
165	4	0
166	5	0
167	5	0
168	5	0
169	5	0
170	5	0
171	4	0
172	4	0
173	4	0
174	4	0
175	4	0
176	4	0
177	5	0
178	5	0
179	5	0
180	5	0
181	5	0
182	5	0
183	5	0
184	5	0
185	5	0
186	5	0
187	5	0
188	5	0
189	5	0
190	6	0
191	6	0
192	6	0
193	6	0
194	6	0
195	6	0
196	6	0
197	6	0
198	6	0
199	6	0
200	6	0
201	6	0
202	6	0
203	6	0
204	6	0
205	6	0
206	6	0
207	6	0
208	6	0
209	6	0
210	6	0
211	6	0
212	5	0
213	5	0
214	5	0
215	6	0
216	6	0
217	6	0
218	6	0
219	6	0
220	6	0
221	6	0
222	6	0
223	6	0
224	6	0
225	6	0
226	6	0
227	6	0
228	6	0
229	6	0
230	6	0
231	6	0
232	6	0
233	6	0
234	7	0
235	7	0
236	7	0
237	7	0
238	7	0
239	7	0
240	7	0
241	7	0
242	7	0
243	7	0
244	7	0
245	7	0
246	7	0
